,OR,CI_low,CI_high,p_value
Intercept,0.029919538108912805,0.027146156077433366,0.032976262204388075,0.0
"C(pattern_3wave, Treatment(reference='low'))[T.transient]",1.2295935857369504,1.0564417481971256,1.4311251790887576,0.0076078867795595214
"C(pattern_3wave, Treatment(reference='low'))[T.persistent]",1.3758440769768356,1.1901430698836446,1.5905204777920576,1.6104408065788744e-05
smoker_w6,156.74939849064327,139.5266808838246,176.09803208632718,0.0
