var_name,label,var_lower,label_lower
R06_AN0327E,"R06_AN0327E: When did you last use Chantix, varenicline, Wellbutrin, Zyban or bu",r06_an0327e,"r06_an0327e: when did you last use chantix, varenicline, wellbutrin, zyban or bu"
R06_AN0328E,"R06_AN0328E: Time period of day when you last used Chantix, varenicline, Wellbut",r06_an0328e,"r06_an0328e: time period of day when you last used chantix, varenicline, wellbut"
R06_AN0329E,"R06_AN0329E: Number of Chantix, varenicline, Wellbutrin, Zyban or bupropion take",r06_an0329e,"r06_an0329e: number of chantix, varenicline, wellbutrin, zyban or bupropion take"
R06_AN0205E_NN,R06_AN0205E_NN: How long ago you stopped using prescription medication - Number,r06_an0205e_nn,r06_an0205e_nn: how long ago you stopped using prescription medication - number
R06_AN0205E_UN,R06_AN0205E_UN: How long ago you stopped using prescription medication - Unit (C,r06_an0205e_un,r06_an0205e_un: how long ago you stopped using prescription medication - unit (c
R06_AN0804E_RANDOM_01,R06_AN0804E_RANDOM_01: AN0804E series random question 1,r06_an0804e_random_01,r06_an0804e_random_01: an0804e series random question 1
R06_AN0804E_RANDOM_02,R06_AN0804E_RANDOM_02: AN0804E series random question 2,r06_an0804e_random_02,r06_an0804e_random_02: an0804e series random question 2
R06_AN0804E_RANDOM_03,R06_AN0804E_RANDOM_03: AN0804E series random question 3,r06_an0804e_random_03,r06_an0804e_random_03: an0804e series random question 3
R06_AN0804E_RANDOM_04,R06_AN0804E_RANDOM_04: AN0804E series random question 4,r06_an0804e_random_04,r06_an0804e_random_04: an0804e series random question 4
R06_AN0804E_RANDOM_05,R06_AN0804E_RANDOM_05: AN0804E series random question 5,r06_an0804e_random_05,r06_an0804e_random_05: an0804e series random question 5
R06_AN0804E_RANDOM_06,R06_AN0804E_RANDOM_06: AN0804E series random question 6,r06_an0804e_random_06,r06_an0804e_random_06: an0804e series random question 6
R06_AN0804E_RANDOM_07,R06_AN0804E_RANDOM_07: AN0804E series random question 7,r06_an0804e_random_07,r06_an0804e_random_07: an0804e series random question 7
R06_AN0804E,"R06_AN0804E: In past 12 months, effect of quitting/cutting back electronic nicot",r06_an0804e,"r06_an0804e: in past 12 months, effect of quitting/cutting back electronic nicot"
R06_AN0805E,"R06_AN0805E: In past 12 months, effect of quitting/cutting back electronic nicot",r06_an0805e,"r06_an0805e: in past 12 months, effect of quitting/cutting back electronic nicot"
R06_AN0806E,"R06_AN0806E: In past 12 months, effect of quitting/cutting back electronic nicot",r06_an0806e,"r06_an0806e: in past 12 months, effect of quitting/cutting back electronic nicot"
R06_AN0807E,"R06_AN0807E: In past 12 months, effect of quitting/cutting back electronic nicot",r06_an0807e,"r06_an0807e: in past 12 months, effect of quitting/cutting back electronic nicot"
R06_AN0808E,"R06_AN0808E: In past 12 months, effect of quitting/cutting back electronic nicot",r06_an0808e,"r06_an0808e: in past 12 months, effect of quitting/cutting back electronic nicot"
R06_AN0809E,"R06_AN0809E: In past 12 months, effect of quitting/cutting back electronic nicot",r06_an0809e,"r06_an0809e: in past 12 months, effect of quitting/cutting back electronic nicot"
R06_AN0810E,"R06_AN0810E: In past 12 months, effect of quitting/cutting back electronic nicot",r06_an0810e,"r06_an0810e: in past 12 months, effect of quitting/cutting back electronic nicot"
R06_AN0230E,R06_AN0230E: Level of interest in quitting using electronic nicotine products on,r06_an0230e,r06_an0230e: level of interest in quitting using electronic nicotine products on
R06_AN0235E,R06_AN0235E: Plans to quit using electronic nicotine products for good,r06_an0235e,r06_an0235e: plans to quit using electronic nicotine products for good
R06_AN0240E,R06_AN0240E: Time-frame when planning to quit using electronic nicotine products,r06_an0240e,r06_an0240e: time-frame when planning to quit using electronic nicotine products
R06_AN0245E,R06_AN0245E: Likeliness of succeeding if tried to quit using electronic nicotine,r06_an0245e,r06_an0245e: likeliness of succeeding if tried to quit using electronic nicotine
R06_AX0006E,"R06_AX0006E: If you had to do it over again, would you have started using electr",r06_ax0006e,"r06_ax0006e: if you had to do it over again, would you have started using electr"
R06_AN0010,R06_AN0010: Consider yourself to be addicted to tobacco product(s),r06_an0010,r06_an0010: consider yourself to be addicted to tobacco product(s)
R06_AN0015,R06_AN0015: Has strong cravings to smoke/use tobacco product(s),r06_an0015,r06_an0015: has strong cravings to smoke/use tobacco product(s)
R06_AN0020,R06_AN0020: Felt like you really needed to smoke/use tobacco product(s),r06_an0020,r06_an0020: felt like you really needed to smoke/use tobacco product(s)
R06_AN0055,R06_AN0055: Level of agreement: Finds self reaching for tobacco product(s) witho,r06_an0055,r06_an0055: level of agreement: finds self reaching for tobacco product(s) witho
R06_AN0025_RANDOM_01,R06_AN0025_RANDOM_01: AN0025 series random question 1,r06_an0025_random_01,r06_an0025_random_01: an0025 series random question 1
R06_AN0025_RANDOM_02,R06_AN0025_RANDOM_02: AN0025 series random question 2,r06_an0025_random_02,r06_an0025_random_02: an0025 series random question 2
R06_AN0025_RANDOM_03,R06_AN0025_RANDOM_03: AN0025 series random question 3,r06_an0025_random_03,r06_an0025_random_03: an0025 series random question 3
R06_AN0025_RANDOM_04,R06_AN0025_RANDOM_04: AN0025 series random question 4,r06_an0025_random_04,r06_an0025_random_04: an0025 series random question 4
R06_AN0025_RANDOM_05,R06_AN0025_RANDOM_05: AN0025 series random question 5,r06_an0025_random_05,r06_an0025_random_05: an0025 series random question 5
R06_AN0025_RANDOM_06,R06_AN0025_RANDOM_06: AN0025 series random question 6,r06_an0025_random_06,r06_an0025_random_06: an0025 series random question 6
R06_AN0025_RANDOM_07,R06_AN0025_RANDOM_07: AN0025 series random question 7,r06_an0025_random_07,r06_an0025_random_07: an0025 series random question 7
R06_AN0025_RANDOM_08,R06_AN0025_RANDOM_08: AN0025 series random question 8,r06_an0025_random_08,r06_an0025_random_08: an0025 series random question 8
R06_AN0025_RANDOM_09,R06_AN0025_RANDOM_09: AN0025 series random question 9,r06_an0025_random_09,r06_an0025_random_09: an0025 series random question 9
R06_AN0025_RANDOM_10,R06_AN0025_RANDOM_10: AN0025 series random question 10,r06_an0025_random_10,r06_an0025_random_10: an0025 series random question 10
R06_AN0025_RANDOM_11,R06_AN0025_RANDOM_11: AN0025 series random question 11,r06_an0025_random_11,r06_an0025_random_11: an0025 series random question 11
R06_AN0025_RANDOM_12,R06_AN0025_RANDOM_12: AN0025 series random question 12,r06_an0025_random_12,r06_an0025_random_12: an0025 series random question 12
R06_AN0025_RANDOM_13,R06_AN0025_RANDOM_13: AN0025 series random question 13,r06_an0025_random_13,r06_an0025_random_13: an0025 series random question 13
R06_AN0025_RANDOM_14,R06_AN0025_RANDOM_14: AN0025 series random question 14,r06_an0025_random_14,r06_an0025_random_14: an0025 series random question 14
R06_AN0025_RANDOM_15,R06_AN0025_RANDOM_15: AN0025 series random question 15,r06_an0025_random_15,r06_an0025_random_15: an0025 series random question 15
R06_AN0025,R06_AN0025: Level of agreement: Frequently crave tobacco product(s),r06_an0025,r06_an0025: level of agreement: frequently crave tobacco product(s)
R06_AN0030,R06_AN0030: Level of agreement: Urges keep getting stronger if don't/Still have,r06_an0030,r06_an0030: level of agreement: urges keep getting stronger if don't/still have
R06_AN0035,R06_AN0035: Level of agreement: Tobacco product(s) control me,r06_an0035,r06_an0035: level of agreement: tobacco product(s) control me
R06_AN0045,R06_AN0045: Level of agreement: My tobacco product(s) smoking/use is out of cont,r06_an0045,r06_an0045: level of agreement: my tobacco product(s) smoking/use is out of cont
R06_AN0060,R06_AN0060: Level of agreement: Usually want to smoke/use tobacco product(s) rig,r06_an0060,r06_an0060: level of agreement: usually want to smoke/use tobacco product(s) rig
R06_AN0065,R06_AN0065: Level of agreement: Can only go a couple of hours without smoking/us,r06_an0065,r06_an0065: level of agreement: can only go a couple of hours without smoking/us
R06_AN0050,R06_AN0050: Level of agreement: Frequently smoke/use tobacco product(s) without,r06_an0050,r06_an0050: level of agreement: frequently smoke/use tobacco product(s) without
R06_AN0070,R06_AN0070: Level of agreement: Smoking/using tobacco product(s) really helps me,r06_an0070,r06_an0070: level of agreement: smoking/using tobacco product(s) really helps me
R06_AN0075,R06_AN0075: Level of agreement: Smoking/using tobacco product(s) helps me think,r06_an0075,r06_an0075: level of agreement: smoking/using tobacco product(s) helps me think
R06_AN0255,R06_AN0255: Level of agreement: Most people I spend time with are tobacco users,r06_an0255,r06_an0255: level of agreement: most people i spend time with are tobacco users
R06_AN0080,R06_AN0080: Level of agreement: Would feel alone without my tobacco product(s),r06_an0080,r06_an0080: level of agreement: would feel alone without my tobacco product(s)
R06_AN0085,R06_AN0085: Level of agreement: Would find it really hard to stop smoking/using,r06_an0085,r06_an0085: level of agreement: would find it really hard to stop smoking/using
R06_AN0090,R06_AN0090: Level of agreement: Would find it hard to stop smoking/using tobacco,r06_an0090,r06_an0090: level of agreement: would find it hard to stop smoking/using tobacco
R06_AN0095,R06_AN0095: Level of agreement: After not smoking/using tobacco product(s) for a,r06_an0095,r06_an0095: level of agreement: after not smoking/using tobacco product(s) for a
R06_AN0100,R06_AN0100: Level of agreement: After not smoking/using tobacco product(s) for a,r06_an0100,r06_an0100: level of agreement: after not smoking/using tobacco product(s) for a
R06_AN0110,R06_AN0110: Do you believe that smoking/using tobacco products is causing/caused,r06_an0110,r06_an0110: do you believe that smoking/using tobacco products is causing/caused
R06_AN0813,"R06_AN0813: In past 12 months, found it difficult to keep from smoking/using tob",r06_an0813,"r06_an0813: in past 12 months, found it difficult to keep from smoking/using tob"
R06_AN0812,"R06_AN0812: In past 12 months, gave up or cut down on activities that were enjoy",r06_an0812,"r06_an0812: in past 12 months, gave up or cut down on activities that were enjoy"
R06_AN0105,R06_AN0105: In the past 12 months have you tried to quit smoking/using tobacco p,r06_an0105,r06_an0105: in the past 12 months have you tried to quit smoking/using tobacco p
R06_AN0334,"R06_AN0334: In the past 12 months, tried to quit by gradually cutting back on us",r06_an0334,"r06_an0334: in the past 12 months, tried to quit by gradually cutting back on us"
R06_AN0115,"R06_AN0115: In past 12 months, number of times tried to quit smoking/using tobac",r06_an0115,"r06_an0115: in past 12 months, number of times tried to quit smoking/using tobac"
R06_AN0120,"R06_AN0120: In past 12 months, stopped smoking/using tobacco product(s) for one",r06_an0120,"r06_an0120: in past 12 months, stopped smoking/using tobacco product(s) for one"
R06_AN0125,"R06_AN0125: In past 12 months, how many times you stopped smoking/using tobacco",r06_an0125,"r06_an0125: in past 12 months, how many times you stopped smoking/using tobacco"
R06_AN0256,"R06_AN0256: In past 12 months, stopped smoking/using tobacco product(s) more tha",r06_an0256,"r06_an0256: in past 12 months, stopped smoking/using tobacco product(s) more tha"
R06_AN0130_NN,"R06_AN0130_NN: In past 12 months, length of time you stopped smoking/using tobac",r06_an0130_nn,"r06_an0130_nn: in past 12 months, length of time you stopped smoking/using tobac"
R06_AN0130_UN,"R06_AN0130_UN: In past 12 months, length of time you stopped smoking/using tobac",r06_an0130_un,"r06_an0130_un: in past 12 months, length of time you stopped smoking/using tobac"
R06_AN0300,"R06_AN0300: In past 12 months, length of time stopped smoking/using tobacco prod",r06_an0300,"r06_an0300: in past 12 months, length of time stopped smoking/using tobacco prod"
R06_AN0135,R06_AN0135: Approximate end date of last tobacco product(s) quit attempt,r06_an0135,r06_an0135: approximate end date of last tobacco product(s) quit attempt
R06_AN0135_VALUE_INFO,R06_AN0135_VALUE_INFO: Type of response provided for R06_AN0135,r06_an0135_value_info,r06_an0135_value_info: type of response provided for r06_an0135
R06_AN0140,"R06_AN0140: In past 12 months, was the duration of last quit attempt reported th",r06_an0140,"r06_an0140: in past 12 months, was the duration of last quit attempt reported th"
R06_AN0257,"R06_AN0257: In past 12 months, time since completely quit smoking/using tobacco",r06_an0257,"r06_an0257: in past 12 months, time since completely quit smoking/using tobacco"
R06_AN0145_NN,"R06_AN0145_NN: In past 12 months, longest time period for which you stopped smok",r06_an0145_nn,"r06_an0145_nn: in past 12 months, longest time period for which you stopped smok"
R06_AN0145_UN,"R06_AN0145_UN: In past 12 months, longest time period for which you stopped smok",r06_an0145_un,"r06_an0145_un: in past 12 months, longest time period for which you stopped smok"
R06_AN0305,"R06_AN0305: In past 12 months, longest time you stopped smoking/using tobacco pr",r06_an0305,"r06_an0305: in past 12 months, longest time you stopped smoking/using tobacco pr"
R06_AN0210,"R06_AN0210: In past 12 months, relied on support of friends and family to help w",r06_an0210,"r06_an0210: in past 12 months, relied on support of friends and family to help w"
R06_AN0215,"R06_AN0215: In past 12 months, used counseling, telephone help line, books, pamp",r06_an0215,"r06_an0215: in past 12 months, used counseling, telephone help line, books, pamp"
R06_AX0505,"R06_AX0505: In the past 12 months, used an app on a tablet computer or smartphon",r06_ax0505,"r06_ax0505: in the past 12 months, used an app on a tablet computer or smartphon"
R06_AN0225_01,R06_AN0225_01: Used a different tobacco product to help quit smoking/using tobac,r06_an0225_01,r06_an0225_01: used a different tobacco product to help quit smoking/using tobac
R06_AN0225_02,R06_AN0225_02: Used a different tobacco product to help quit smoking/using tobac,r06_an0225_02,r06_an0225_02: used a different tobacco product to help quit smoking/using tobac
