wave,var_name,label,var_lower,label_lower
W7,R07_AJ1011CG_08,R07_AJ1011CG_08: Flavor of cigarillo used as blunts when first started smoking:,r07_aj1011cg_08,r07_aj1011cg_08: flavor of cigarillo used as blunts when first started smoking:
W7,R07_AJ9030CG,"R07_AJ9030CG: In past 30 days, smoked a cigarillo as a blunt, even one or two pu",r07_aj9030cg,"r07_aj9030cg: in past 30 days, smoked a cigarillo as a blunt, even one or two pu"
W7,R07_AJ1022CG,"R07_AJ1022CG: In past 30 days, number of days smoked cigarillos as blunts",r07_aj1022cg,"r07_aj1022cg: in past 30 days, number of days smoked cigarillos as blunts"
W7,R07_AJ9029CG_NN,R07_AJ9029CG_NN: Time since last smoked cigarillo as blunt - Number (Past 12 mon,r07_aj9029cg_nn,r07_aj9029cg_nn: time since last smoked cigarillo as blunt - number (past 12 mon
W7,R07_AJ9029CG_UN,R07_AJ9029CG_UN: Time since last smoked cigarillo as blunt - Unit (Past 12 month,r07_aj9029cg_un,r07_aj9029cg_un: time since last smoked cigarillo as blunt - unit (past 12 month
W7,R07_AJ1023CG,"R07_AJ1023CG: In past 30 days, average number of cigarillos as blunts smoked per",r07_aj1023cg,"r07_aj1023cg: in past 30 days, average number of cigarillos as blunts smoked per"
W7,R07_AJ9012CG,R07_AJ9012CG: Usually share cigarillos as blunts with others when you smoke them,r07_aj9012cg,r07_aj9012cg: usually share cigarillos as blunts with others when you smoke them
W7,R07_AJ1130CG,"R07_AJ1130CG: In past 30 days, any of the cigarillos smoked as blunts flavored t",r07_aj1130cg,"r07_aj1130cg: in past 30 days, any of the cigarillos smoked as blunts flavored t"
W7,R07_AJ1131CG_01,"R07_AJ1131CG_01: In past 30 days, cigarillo as blunts flavor smoked: Menthol",r07_aj1131cg_01,"r07_aj1131cg_01: in past 30 days, cigarillo as blunts flavor smoked: menthol"
W7,R07_AJ1131CG_02,"R07_AJ1131CG_02: In past 30 days, cigarillo as blunts flavor smoked: Mint",r07_aj1131cg_02,"r07_aj1131cg_02: in past 30 days, cigarillo as blunts flavor smoked: mint"
W7,R07_AJ1131CG_03,"R07_AJ1131CG_03: In past 30 days, cigarillo as blunts flavor smoked: Clove or sp",r07_aj1131cg_03,"r07_aj1131cg_03: in past 30 days, cigarillo as blunts flavor smoked: clove or sp"
W7,R07_AJ1131CG_04,"R07_AJ1131CG_04: In past 30 days, cigarillo as blunts flavor smoked: Fruit",r07_aj1131cg_04,"r07_aj1131cg_04: in past 30 days, cigarillo as blunts flavor smoked: fruit"
W7,R07_AJ1131CG_05,"R07_AJ1131CG_05: In past 30 days, cigarillo as blunts flavor smoked: Chocolate",r07_aj1131cg_05,"r07_aj1131cg_05: in past 30 days, cigarillo as blunts flavor smoked: chocolate"
W7,R07_AJ1131CG_06,"R07_AJ1131CG_06: In past 30 days, cigarillo as blunts flavor smoked: An alcoholi",r07_aj1131cg_06,"r07_aj1131cg_06: in past 30 days, cigarillo as blunts flavor smoked: an alcoholi"
W7,R07_AJ1131CG_07,"R07_AJ1131CG_07: In past 30 days, cigarillo as blunts flavor smoked: Candy or ot",r07_aj1131cg_07,"r07_aj1131cg_07: in past 30 days, cigarillo as blunts flavor smoked: candy or ot"
W7,R07_AJ1131CG_08,"R07_AJ1131CG_08: In past 30 days, cigarillo as blunts flavor smoked: Some other",r07_aj1131cg_08,"r07_aj1131cg_08: in past 30 days, cigarillo as blunts flavor smoked: some other"
W7,R07_AJ1147CG,R07_AJ1147CG: How often smoked flavored cigarillos as blunts on days smoked in p,r07_aj1147cg,r07_aj1147cg: how often smoked flavored cigarillos as blunts on days smoked in p
W7,R07_AJ1133CG,"R07_AJ1133CG: In past 30 days, flavor of cigarillos smoked as blunts most often",r07_aj1133cg,"r07_aj1133cg: in past 30 days, flavor of cigarillos smoked as blunts most often"
W7,R07_AJ1142CG,R07_AJ1142CG: Anyone sell you cigarillos in the past 30 days (blunt-only smokers,r07_aj1142cg,r07_aj1142cg: anyone sell you cigarillos in the past 30 days (blunt-only smokers
W7,R07_AJ1123CG,"R07_AJ1123CG: In past 30 days, someone refused to sell you cigarillos for when y",r07_aj1123cg,"r07_aj1123cg: in past 30 days, someone refused to sell you cigarillos for when y"
W7,R07_AJ1030CG,R07_AJ1030CG: How you usually buy your cigarillos as blunts,r07_aj1030cg,r07_aj1030cg: how you usually buy your cigarillos as blunts
W7,R07_AJ1118CG,R07_AJ1118CG: How you usually get your own cigarillos for when you smoke blunts,r07_aj1118cg,r07_aj1118cg: how you usually get your own cigarillos for when you smoke blunts
W7,R07_AJ1032CG,R07_AJ1032CG: Geographic area where you usually buy your cigarillos for blunts,r07_aj1032cg,r07_aj1032cg: geographic area where you usually buy your cigarillos for blunts
W7,R07_AJ1033CG,R07_AJ1033CG: Retail location where your cigarillos for blunts are purchased mos,r07_aj1033cg,r07_aj1033cg: retail location where your cigarillos for blunts are purchased mos
W7,R07_AJ1039CG,"R07_AJ1039CG: Usually buy cigarillos for blunts by the box, pack or as singles",r07_aj1039cg,"r07_aj1039cg: usually buy cigarillos for blunts by the box, pack or as singles"
W7,R07_AJ1040CG,R07_AJ1040CG: Number of cigarillos that come in box or pack usually bought for b,r07_aj1040cg,r07_aj1040cg: number of cigarillos that come in box or pack usually bought for b
W7,R07_AJ1042CG_D,R07_AJ1042CG_D: Amount usually paid for a box or pack of cigarillos for blunts -,r07_aj1042cg_d,r07_aj1042cg_d: amount usually paid for a box or pack of cigarillos for blunts -
W7,R07_AJ1042CG_C,R07_AJ1042CG_C: Amount usually paid for a box or pack of cigarillos for blunts -,r07_aj1042cg_c,r07_aj1042cg_c: amount usually paid for a box or pack of cigarillos for blunts -
W7,R07_AJ1043CG_D,R07_AJ1043CG_D: Amount usually paid for a single cigarillo for a blunt - Dollars,r07_aj1043cg_d,r07_aj1043cg_d: amount usually paid for a single cigarillo for a blunt - dollars
W7,R07_AJ1043CG_C,R07_AJ1043CG_C: Amount usually paid for a single cigarillo for a blunt - Cents,r07_aj1043cg_c,r07_aj1043cg_c: amount usually paid for a single cigarillo for a blunt - cents
W7,R07_AJ1047CG,R07_AJ1047CG: Have a regular brand of cigarillos you usually use for blunts,r07_aj1047cg,r07_aj1047cg: have a regular brand of cigarillos you usually use for blunts
W7,R07_AJ1050CG,R07_AJ1050CG: Regular/last brand of cigarillos smoked as blunts was flavored to,r07_aj1050cg,r07_aj1050cg: regular/last brand of cigarillos smoked as blunts was flavored to
W7,R07_AJ1012CG_01,R07_AJ1012CG_01: Cigarillo as blunts flavor usually/last smoked: Menthol,r07_aj1012cg_01,r07_aj1012cg_01: cigarillo as blunts flavor usually/last smoked: menthol
W7,R07_AJ1012CG_02,R07_AJ1012CG_02: Cigarillo as blunts flavor usually/last smoked: Mint,r07_aj1012cg_02,r07_aj1012cg_02: cigarillo as blunts flavor usually/last smoked: mint
W7,R07_AJ1012CG_03,R07_AJ1012CG_03: Cigarillo as blunts flavor usually/last smoked: Clove or spice,r07_aj1012cg_03,r07_aj1012cg_03: cigarillo as blunts flavor usually/last smoked: clove or spice
W7,R07_AJ1012CG_04,R07_AJ1012CG_04: Cigarillo as blunts flavor usually/last smoked: Fruit,r07_aj1012cg_04,r07_aj1012cg_04: cigarillo as blunts flavor usually/last smoked: fruit
W7,R07_AJ1012CG_05,R07_AJ1012CG_05: Cigarillo as blunts flavor usually/last smoked: Chocolate,r07_aj1012cg_05,r07_aj1012cg_05: cigarillo as blunts flavor usually/last smoked: chocolate
W7,R07_AJ1012CG_06,R07_AJ1012CG_06: Cigarillo as blunts flavor usually/last smoked: An alcoholic dr,r07_aj1012cg_06,r07_aj1012cg_06: cigarillo as blunts flavor usually/last smoked: an alcoholic dr
W7,R07_AJ1012CG_07,R07_AJ1012CG_07: Cigarillo as blunts flavor usually/last smoked: Candy or other,r07_aj1012cg_07,r07_aj1012cg_07: cigarillo as blunts flavor usually/last smoked: candy or other
W7,R07_AJ1012CG_08,R07_AJ1012CG_08: Cigarillo as blunts flavor usually/last smoked: Some other flav,r07_aj1012cg_08,r07_aj1012cg_08: cigarillo as blunts flavor usually/last smoked: some other flav
W7,R07_AJ1945CG,R07_AJ1945CG: Know the name of brand of cigarillos for blunts usually/last smoke,r07_aj1945cg,r07_aj1945cg: know the name of brand of cigarillos for blunts usually/last smoke
W7,R07_AJ1048CG_BRAND,R07_AJ1048CG_BRAND: Brand of cigarillos for blunts usually/last smoked,r07_aj1048cg_brand,r07_aj1048cg_brand: brand of cigarillos for blunts usually/last smoked
W7,R07_AJ1070CG_PRODUCT,R07_AJ1070CG_PRODUCT: Sub-brand of cigarillos as a blunt product usually/last sm,r07_aj1070cg_product,r07_aj1070cg_product: sub-brand of cigarillos as a blunt product usually/last sm
W7,R07_AJ1008FC,"R07_AJ1008FC: When first started smoking filtered cigars as blunts, smoked blunt",r07_aj1008fc,"r07_aj1008fc: when first started smoking filtered cigars as blunts, smoked blunt"
W7,R07_AJ1011FC_01,R07_AJ1011FC_01: Flavor of filtered cigar used as blunts when first started smok,r07_aj1011fc_01,r07_aj1011fc_01: flavor of filtered cigar used as blunts when first started smok
W7,R07_AJ1011FC_02,R07_AJ1011FC_02: Flavor of filtered cigar used as blunts when first started smok,r07_aj1011fc_02,r07_aj1011fc_02: flavor of filtered cigar used as blunts when first started smok
W7,R07_AJ1011FC_03,R07_AJ1011FC_03: Flavor of filtered cigar used as blunts when first started smok,r07_aj1011fc_03,r07_aj1011fc_03: flavor of filtered cigar used as blunts when first started smok
W7,R07_AJ1011FC_04,R07_AJ1011FC_04: Flavor of filtered cigar used as blunts when first started smok,r07_aj1011fc_04,r07_aj1011fc_04: flavor of filtered cigar used as blunts when first started smok
W7,R07_AJ1011FC_05,R07_AJ1011FC_05: Flavor of filtered cigar used as blunts when first started smok,r07_aj1011fc_05,r07_aj1011fc_05: flavor of filtered cigar used as blunts when first started smok
W7,R07_AJ1011FC_06,R07_AJ1011FC_06: Flavor of filtered cigar used as blunts when first started smok,r07_aj1011fc_06,r07_aj1011fc_06: flavor of filtered cigar used as blunts when first started smok
W7,R07_AJ1011FC_07,R07_AJ1011FC_07: Flavor of filtered cigar used as blunts when first started smok,r07_aj1011fc_07,r07_aj1011fc_07: flavor of filtered cigar used as blunts when first started smok
W7,R07_AJ1011FC_08,R07_AJ1011FC_08: Flavor of filtered cigar used as blunts when first started smok,r07_aj1011fc_08,r07_aj1011fc_08: flavor of filtered cigar used as blunts when first started smok
W7,R07_AJ9030FC,"R07_AJ9030FC: In past 30 days, smoked a filtered cigar as a blunt, even one or t",r07_aj9030fc,"r07_aj9030fc: in past 30 days, smoked a filtered cigar as a blunt, even one or t"
W7,R07_AJ1022FC,"R07_AJ1022FC: In past 30 days, number of days smoked filtered cigars as blunts",r07_aj1022fc,"r07_aj1022fc: in past 30 days, number of days smoked filtered cigars as blunts"
W7,R07_AJ9029FC_NN,R07_AJ9029FC_NN: Time since last smoked filtered cigar as blunt - Number (Past 1,r07_aj9029fc_nn,r07_aj9029fc_nn: time since last smoked filtered cigar as blunt - number (past 1
W7,R07_AJ9029FC_UN,R07_AJ9029FC_UN: Time since last smoked filtered cigar as blunt - Unit (Past 12,r07_aj9029fc_un,r07_aj9029fc_un: time since last smoked filtered cigar as blunt - unit (past 12
W7,R07_AJ1023FC,"R07_AJ1023FC: In past 30 days, average number of filtered cigars as blunts smoke",r07_aj1023fc,"r07_aj1023fc: in past 30 days, average number of filtered cigars as blunts smoke"
W7,R07_AJ9012FC,R07_AJ9012FC: Usually share filtered cigars as blunts with others when you smoke,r07_aj9012fc,r07_aj9012fc: usually share filtered cigars as blunts with others when you smoke
W7,R07_AJ1130FC,"R07_AJ1130FC: In past 30 days, any of the filtered cigars smoked as blunts flavo",r07_aj1130fc,"r07_aj1130fc: in past 30 days, any of the filtered cigars smoked as blunts flavo"
W7,R07_AJ1131FC_01,"R07_AJ1131FC_01: In past 30 days, filtered cigar as blunts flavor smoked: Mentho",r07_aj1131fc_01,"r07_aj1131fc_01: in past 30 days, filtered cigar as blunts flavor smoked: mentho"
W7,R07_AJ1131FC_02,"R07_AJ1131FC_02: In past 30 days, filtered cigar as blunts flavor smoked: Mint",r07_aj1131fc_02,"r07_aj1131fc_02: in past 30 days, filtered cigar as blunts flavor smoked: mint"
W7,R07_AJ1131FC_03,"R07_AJ1131FC_03: In past 30 days, filtered cigar as blunts flavor smoked: Clove",r07_aj1131fc_03,"r07_aj1131fc_03: in past 30 days, filtered cigar as blunts flavor smoked: clove"
W7,R07_AJ1131FC_04,"R07_AJ1131FC_04: In past 30 days, filtered cigar as blunts flavor smoked: Fruit",r07_aj1131fc_04,"r07_aj1131fc_04: in past 30 days, filtered cigar as blunts flavor smoked: fruit"
W7,R07_AJ1131FC_05,"R07_AJ1131FC_05: In past 30 days, filtered cigar as blunts flavor smoked: Chocol",r07_aj1131fc_05,"r07_aj1131fc_05: in past 30 days, filtered cigar as blunts flavor smoked: chocol"
W7,R07_AJ1131FC_06,"R07_AJ1131FC_06: In past 30 days, filtered cigar as blunts flavor smoked: An alc",r07_aj1131fc_06,"r07_aj1131fc_06: in past 30 days, filtered cigar as blunts flavor smoked: an alc"
W7,R07_AJ1131FC_07,"R07_AJ1131FC_07: In past 30 days, filtered cigar as blunts flavor smoked: Candy",r07_aj1131fc_07,"r07_aj1131fc_07: in past 30 days, filtered cigar as blunts flavor smoked: candy"
W7,R07_AJ1131FC_08,"R07_AJ1131FC_08: In past 30 days, filtered cigar as blunts flavor smoked: Some o",r07_aj1131fc_08,"r07_aj1131fc_08: in past 30 days, filtered cigar as blunts flavor smoked: some o"
W7,R07_AJ1147FC,R07_AJ1147FC: How often smoked flavored filtered cigars as blunts on days smoked,r07_aj1147fc,r07_aj1147fc: how often smoked flavored filtered cigars as blunts on days smoked
W7,R07_AJ1133FC,"R07_AJ1133FC: In past 30 days, flavor of filtered cigars smoked as blunts most o",r07_aj1133fc,"r07_aj1133fc: in past 30 days, flavor of filtered cigars smoked as blunts most o"
W7,R07_AJ1142FC,R07_AJ1142FC: Anyone sell you filtered cigars in the past 30 days (blunt-only sm,r07_aj1142fc,r07_aj1142fc: anyone sell you filtered cigars in the past 30 days (blunt-only sm
W7,R07_AJ1123FC,"R07_AJ1123FC: In past 30 days, someone refused to sell you filtered cigars for w",r07_aj1123fc,"r07_aj1123fc: in past 30 days, someone refused to sell you filtered cigars for w"
W7,R07_AJ1030FC,R07_AJ1030FC: How you usually buy your filtered cigars as blunts,r07_aj1030fc,r07_aj1030fc: how you usually buy your filtered cigars as blunts
W7,R07_AJ1118FC,R07_AJ1118FC: How you usually get your own filtered cigars for when you smoke bl,r07_aj1118fc,r07_aj1118fc: how you usually get your own filtered cigars for when you smoke bl
W7,R07_AJ1032FC,R07_AJ1032FC: Geographic area where you usually buy your filtered cigars for blu,r07_aj1032fc,r07_aj1032fc: geographic area where you usually buy your filtered cigars for blu
W7,R07_AJ1033FC,R07_AJ1033FC: Retail location where your filtered cigars for blunts are purchase,r07_aj1033fc,r07_aj1033fc: retail location where your filtered cigars for blunts are purchase
W7,R07_AJ1039FC,"R07_AJ1039FC: Usually buy filtered cigars for blunts by the box, pack or as sing",r07_aj1039fc,"r07_aj1039fc: usually buy filtered cigars for blunts by the box, pack or as sing"
W7,R07_AJ1040FC,R07_AJ1040FC: Number of filtered cigars that come in a box or pack usually bough,r07_aj1040fc,r07_aj1040fc: number of filtered cigars that come in a box or pack usually bough
W7,R07_AJ1042FC_D,R07_AJ1042FC_D: Amount usually paid for a box or pack of filtered cigars for blu,r07_aj1042fc_d,r07_aj1042fc_d: amount usually paid for a box or pack of filtered cigars for blu
W7,R07_AJ1042FC_C,R07_AJ1042FC_C: Amount usually paid for a box or pack of filtered cigars for blu,r07_aj1042fc_c,r07_aj1042fc_c: amount usually paid for a box or pack of filtered cigars for blu
W7,R07_AJ1043FC_D,R07_AJ1043FC_D: Amount usually paid for a single filtered cigar for a blunt - Do,r07_aj1043fc_d,r07_aj1043fc_d: amount usually paid for a single filtered cigar for a blunt - do
W7,R07_AJ1043FC_C,R07_AJ1043FC_C: Amount usually paid for a single filtered cigar for a blunt - Ce,r07_aj1043fc_c,r07_aj1043fc_c: amount usually paid for a single filtered cigar for a blunt - ce
W7,R07_AJ1047FC,R07_AJ1047FC: Have a regular brand of filtered cigars you usually use for blunts,r07_aj1047fc,r07_aj1047fc: have a regular brand of filtered cigars you usually use for blunts
W7,R07_AJ1050FC,R07_AJ1050FC: Regular/last brand of filtered cigars smoked as blunts was flavore,r07_aj1050fc,r07_aj1050fc: regular/last brand of filtered cigars smoked as blunts was flavore
W7,R07_AJ1012FC_01,R07_AJ1012FC_01: Filtered cigar as blunts flavor usually/last smoked: Menthol,r07_aj1012fc_01,r07_aj1012fc_01: filtered cigar as blunts flavor usually/last smoked: menthol
W7,R07_AJ1012FC_02,R07_AJ1012FC_02: Filtered cigar as blunts flavor usually/last smoked: Mint,r07_aj1012fc_02,r07_aj1012fc_02: filtered cigar as blunts flavor usually/last smoked: mint
W7,R07_AJ1012FC_03,R07_AJ1012FC_03: Filtered cigar as blunts flavor usually/last smoked: Clove or s,r07_aj1012fc_03,r07_aj1012fc_03: filtered cigar as blunts flavor usually/last smoked: clove or s
W7,R07_AJ1012FC_04,R07_AJ1012FC_04: Filtered cigar as blunts flavor usually/last smoked: Fruit,r07_aj1012fc_04,r07_aj1012fc_04: filtered cigar as blunts flavor usually/last smoked: fruit
W7,R07_AJ1012FC_05,R07_AJ1012FC_05: Filtered cigar as blunts flavor usually/last smoked: Chocolate,r07_aj1012fc_05,r07_aj1012fc_05: filtered cigar as blunts flavor usually/last smoked: chocolate
W7,R07_AJ1012FC_06,R07_AJ1012FC_06: Filtered cigar as blunts flavor usually/last smoked: An alcohol,r07_aj1012fc_06,r07_aj1012fc_06: filtered cigar as blunts flavor usually/last smoked: an alcohol
W7,R07_AJ1012FC_07,R07_AJ1012FC_07: Filtered cigar as blunts flavor usually/last smoked: Candy or o,r07_aj1012fc_07,r07_aj1012fc_07: filtered cigar as blunts flavor usually/last smoked: candy or o
W7,R07_AJ1012FC_08,R07_AJ1012FC_08: Filtered cigar as blunts flavor usually/last smoked: Some other,r07_aj1012fc_08,r07_aj1012fc_08: filtered cigar as blunts flavor usually/last smoked: some other
W7,R07_AJ1945FC,R07_AJ1945FC: Know the name of brand of filtered cigars for blunts usually/last,r07_aj1945fc,r07_aj1945fc: know the name of brand of filtered cigars for blunts usually/last
W7,R07_AJ1048FC_BRAND,R07_AJ1048FC_BRAND: Brand of filtered cigars for blunts usually/last smoked,r07_aj1048fc_brand,r07_aj1048fc_brand: brand of filtered cigars for blunts usually/last smoked
W7,R07_AJ1070FC_PRODUCT,R07_AJ1070FC_PRODUCT: Sub-brand of filtered cigar as a blunt product usually/las,r07_aj1070fc_product,r07_aj1070fc_product: sub-brand of filtered cigar as a blunt product usually/las
W7,R07R_A_AG1006TC,R07R_A_AG1006TC: DERIVED - Age group when you first smoked part or all of a trad,r07r_a_ag1006tc,r07r_a_ag1006tc: derived - age group when you first smoked part or all of a trad
W7,R07_AG1005TC,R07_AG1005TC: Number of traditional cigars smoked in entire life,r07_ag1005tc,r07_ag1005tc: number of traditional cigars smoked in entire life
W7,R07_AG1100TC,R07_AG1100TC: Ever smoked traditional cigars fairly regularly,r07_ag1100tc,r07_ag1100tc: ever smoked traditional cigars fairly regularly
W7,R07R_A_AG1007TC,R07R_A_AG1007TC: DERIVED - Age group when you first started smoking traditional,r07r_a_ag1007tc,r07r_a_ag1007tc: derived - age group when you first started smoking traditional
W7,R07R_A_AG1020TC,R07R_A_AG1020TC: DERIVED - Age group when you first started smoking traditional,r07r_a_ag1020tc,r07r_a_ag1020tc: derived - age group when you first started smoking traditional
W7,R07_AG1008TC,"R07_AG1008TC: When first started smoking traditional cigars, smoked traditional",r07_ag1008tc,"r07_ag1008tc: when first started smoking traditional cigars, smoked traditional"
W7,R07_AG1011TC_01,R07_AG1011TC_01: Flavor of traditional cigar when first started smoking: Menthol,r07_ag1011tc_01,r07_ag1011tc_01: flavor of traditional cigar when first started smoking: menthol
W7,R07_AG1011TC_02,R07_AG1011TC_02: Flavor of traditional cigar when first started smoking: Mint,r07_ag1011tc_02,r07_ag1011tc_02: flavor of traditional cigar when first started smoking: mint
W7,R07_AG1011TC_03,R07_AG1011TC_03: Flavor of traditional cigar when first started smoking: Clove o,r07_ag1011tc_03,r07_ag1011tc_03: flavor of traditional cigar when first started smoking: clove o
W7,R07_AG1011TC_04,R07_AG1011TC_04: Flavor of traditional cigar when first started smoking: Fruit,r07_ag1011tc_04,r07_ag1011tc_04: flavor of traditional cigar when first started smoking: fruit
W7,R07_AG1011TC_05,R07_AG1011TC_05: Flavor of traditional cigar when first started smoking: Chocola,r07_ag1011tc_05,r07_ag1011tc_05: flavor of traditional cigar when first started smoking: chocola
W7,R07_AG1011TC_06,R07_AG1011TC_06: Flavor of traditional cigar when first started smoking: An alco,r07_ag1011tc_06,r07_ag1011tc_06: flavor of traditional cigar when first started smoking: an alco
W7,R07_AG1011TC_07,R07_AG1011TC_07: Flavor of traditional cigar when first started smoking: Candy o,r07_ag1011tc_07,r07_ag1011tc_07: flavor of traditional cigar when first started smoking: candy o
W7,R07_AG1011TC_08,R07_AG1011TC_08: Flavor of traditional cigar when first started smoking: Some ot,r07_ag1011tc_08,r07_ag1011tc_08: flavor of traditional cigar when first started smoking: some ot
W7,R07_AG1025TC_RS,"R07_AG1025TC_RS: Around this time 12 months ago, smoked traditional cigars every",r07_ag1025tc_rs,"r07_ag1025tc_rs: around this time 12 months ago, smoked traditional cigars every"
W7,R07_AG1021TC,R07_AG1021TC: Average number of traditional cigars now smoked each day,r07_ag1021tc,r07_ag1021tc: average number of traditional cigars now smoked each day
W7,R07_AG1022TC,"R07_AG1022TC: In past 30 days, number of days smoked traditional cigars",r07_ag1022tc,"r07_ag1022tc: in past 30 days, number of days smoked traditional cigars"
W7,R07_AG9029TC_NN,R07_AG9029TC_NN: Time since last smoked traditional cigars - Number (Current smo,r07_ag9029tc_nn,r07_ag9029tc_nn: time since last smoked traditional cigars - number (current smo
W7,R07_AG9029TC_UN,R07_AG9029TC_UN: Time since last smoked traditional cigars - Unit (Current smoke,r07_ag9029tc_un,r07_ag9029tc_un: time since last smoked traditional cigars - unit (current smoke
W7,R07_AG1023TC,"R07_AG1023TC: In past 30 days, average number of traditional cigars smoked per d",r07_ag1023tc,"r07_ag1023tc: in past 30 days, average number of traditional cigars smoked per d"
W7,R07_AG1024TC_NN,R07_AG1024TC_NN: Time to first traditional cigar after waking on days smoked - N,r07_ag1024tc_nn,r07_ag1024tc_nn: time to first traditional cigar after waking on days smoked - n
W7,R07_AG1024TC_UN,R07_AG1024TC_UN: Time to first traditional cigar after waking on days smoked - U,r07_ag1024tc_un,r07_ag1024tc_un: time to first traditional cigar after waking on days smoked - u
W7,R07_AG1092TC,R07_AG1092TC: Smoke first traditional cigar of the day within 30 minutes after w,r07_ag1092tc,r07_ag1092tc: smoke first traditional cigar of the day within 30 minutes after w
W7,R07_AG0100TC,R07_AG0100TC: When last smoked a traditional cigar,r07_ag0100tc,r07_ag0100tc: when last smoked a traditional cigar
W7,R07_AG0102TC,R07_AG0102TC: Time period of day when you last smoked a traditional cigar,r07_ag0102tc,r07_ag0102tc: time period of day when you last smoked a traditional cigar
W7,R07_AG0103TC,R07_AG0103TC: Number of traditional cigars smoked today/yesterday/day before yes,r07_ag0103tc,r07_ag0103tc: number of traditional cigars smoked today/yesterday/day before yes
W7,R07_AG1130TC,"R07_AG1130TC: In past 30 days, any of the traditional cigars smoked flavored to",r07_ag1130tc,"r07_ag1130tc: in past 30 days, any of the traditional cigars smoked flavored to"
W7,R07_AG1131TC_01,"R07_AG1131TC_01: In past 30 days, traditional cigar flavor smoked: Menthol",r07_ag1131tc_01,"r07_ag1131tc_01: in past 30 days, traditional cigar flavor smoked: menthol"
W7,R07_AG1131TC_02,"R07_AG1131TC_02: In past 30 days, traditional cigar flavor smoked: Mint",r07_ag1131tc_02,"r07_ag1131tc_02: in past 30 days, traditional cigar flavor smoked: mint"
W7,R07_AG1131TC_03,"R07_AG1131TC_03: In past 30 days, traditional cigar flavor smoked: Clove or spic",r07_ag1131tc_03,"r07_ag1131tc_03: in past 30 days, traditional cigar flavor smoked: clove or spic"
W7,R07_AG1131TC_04,"R07_AG1131TC_04: In past 30 days, traditional cigar flavor smoked: Fruit",r07_ag1131tc_04,"r07_ag1131tc_04: in past 30 days, traditional cigar flavor smoked: fruit"
W7,R07_AG1131TC_05,"R07_AG1131TC_05: In past 30 days, traditional cigar flavor smoked: Chocolate",r07_ag1131tc_05,"r07_ag1131tc_05: in past 30 days, traditional cigar flavor smoked: chocolate"
W7,R07_AG1131TC_06,"R07_AG1131TC_06: In past 30 days, traditional cigar flavor smoked: An alcoholic",r07_ag1131tc_06,"r07_ag1131tc_06: in past 30 days, traditional cigar flavor smoked: an alcoholic"
W7,R07_AG1131TC_07,"R07_AG1131TC_07: In past 30 days, traditional cigar flavor smoked: Candy or othe",r07_ag1131tc_07,"r07_ag1131tc_07: in past 30 days, traditional cigar flavor smoked: candy or othe"
W7,R07_AG1131TC_08,"R07_AG1131TC_08: In past 30 days, traditional cigar flavor smoked: Some other fl",r07_ag1131tc_08,"r07_ag1131tc_08: in past 30 days, traditional cigar flavor smoked: some other fl"
W7,R07_AG1147TC,R07_AG1147TC: How often smoked flavored traditional cigars on days smoked in pas,r07_ag1147tc,r07_ag1147tc: how often smoked flavored traditional cigars on days smoked in pas
W7,R07_AG1133TC,"R07_AG1133TC: In past 30 days, flavor of traditional cigar smoked most often",r07_ag1133tc,"r07_ag1133tc: in past 30 days, flavor of traditional cigar smoked most often"
W7,R07_AG1142TC,R07_AG1142TC: Anyone sell you traditional cigars in the past 30 days,r07_ag1142tc,r07_ag1142tc: anyone sell you traditional cigars in the past 30 days
W7,R07_AG1123TC,"R07_AG1123TC: In past 30 days, someone refused to sell you traditional cigars be",r07_ag1123tc,"r07_ag1123tc: in past 30 days, someone refused to sell you traditional cigars be"
W7,R07_AG1030TC,R07_AG1030TC: How you usually buy/bought your traditional cigars,r07_ag1030tc,r07_ag1030tc: how you usually buy/bought your traditional cigars
W7,R07_AG1118TC,R07_AG1118TC: How you usually get your own traditional cigars,r07_ag1118tc,r07_ag1118tc: how you usually get your own traditional cigars
W7,R07_AG1032TC,R07_AG1032TC: Geographic area where you usually buy/bought your traditional ciga,r07_ag1032tc,r07_ag1032tc: geographic area where you usually buy/bought your traditional ciga
W7,R07_AG1033TC,R07_AG1033TC: Retail location where your traditional cigars are purchased most o,r07_ag1033tc,r07_ag1033tc: retail location where your traditional cigars are purchased most o
W7,R07_AG1039TC,"R07_AG1039TC: Usually buy/bought traditional cigars by the box, pack or as singl",r07_ag1039tc,"r07_ag1039tc: usually buy/bought traditional cigars by the box, pack or as singl"
W7,R07_AG1040TC,R07_AG1040TC: Number of traditional cigars that come/came in box or pack usually,r07_ag1040tc,r07_ag1040tc: number of traditional cigars that come/came in box or pack usually
W7,R07_AG1042TC_D,R07_AG1042TC_D: Amount usually paid for a box or pack of traditional cigars - Do,r07_ag1042tc_d,r07_ag1042tc_d: amount usually paid for a box or pack of traditional cigars - do
W7,R07_AG1042TC_C,R07_AG1042TC_C: Amount usually paid for a box or pack of traditional cigars - Ce,r07_ag1042tc_c,r07_ag1042tc_c: amount usually paid for a box or pack of traditional cigars - ce
W7,R07_AG1043TC_D,R07_AG1043TC_D: Amount usually paid for a single traditional cigar - Dollars,r07_ag1043tc_d,r07_ag1043tc_d: amount usually paid for a single traditional cigar - dollars
