wave,var_name,label,var_lower,label_lower
W6,R06_AG1032CG,R06_AG1032CG: Geographic area where you usually buy/bought your cigarillos,r06_ag1032cg,r06_ag1032cg: geographic area where you usually buy/bought your cigarillos
W6,R06_AG1033CG,R06_AG1033CG: Retail location where your cigarillos are purchased most of the ti,r06_ag1033cg,r06_ag1033cg: retail location where your cigarillos are purchased most of the ti
W6,R06_AG1039CG,"R06_AG1039CG: Usually buy/bought cigarillos by the box, pack or as singles",r06_ag1039cg,"r06_ag1039cg: usually buy/bought cigarillos by the box, pack or as singles"
W6,R06_AG1040CG,R06_AG1040CG: Number of cigarillos that come/came in box or pack usually buy/bou,r06_ag1040cg,r06_ag1040cg: number of cigarillos that come/came in box or pack usually buy/bou
W6,R06_AG1042CG_D,R06_AG1042CG_D: Amount usually paid for a box or pack of cigarillos - Dollars,r06_ag1042cg_d,r06_ag1042cg_d: amount usually paid for a box or pack of cigarillos - dollars
W6,R06_AG1042CG_C,R06_AG1042CG_C: Amount usually paid for a box or pack of cigarillos - Cents,r06_ag1042cg_c,r06_ag1042cg_c: amount usually paid for a box or pack of cigarillos - cents
W6,R06_AG1043CG_D,R06_AG1043CG_D: Amount usually paid for a single cigarillo - Dollars,r06_ag1043cg_d,r06_ag1043cg_d: amount usually paid for a single cigarillo - dollars
W6,R06_AG1043CG_C,R06_AG1043CG_C: Amount usually paid for a single cigarillo - Cents,r06_ag1043cg_c,r06_ag1043cg_c: amount usually paid for a single cigarillo - cents
W6,R06_AG9040CG,R06_AG9040CG: Group in picture most like cigarillo usually/last smoked,r06_ag9040cg,r06_ag9040cg: group in picture most like cigarillo usually/last smoked
W6,R06_AG1047CG,R06_AG1047CG: Have a regular brand of cigarillos you usually smoke/smoked,r06_ag1047cg,r06_ag1047cg: have a regular brand of cigarillos you usually smoke/smoked
W6,R06_AG1050CG,R06_AG1050CG: Regular/last brand of cigarillos smoked was flavored to taste like,r06_ag1050cg,r06_ag1050cg: regular/last brand of cigarillos smoked was flavored to taste like
W6,R06_AG1012CG_01,R06_AG1012CG_01: Cigarillo flavor usually/last smoked: Menthol,r06_ag1012cg_01,r06_ag1012cg_01: cigarillo flavor usually/last smoked: menthol
W6,R06_AG1012CG_02,R06_AG1012CG_02: Cigarillo flavor usually/last smoked: Mint,r06_ag1012cg_02,r06_ag1012cg_02: cigarillo flavor usually/last smoked: mint
W6,R06_AG1012CG_03,R06_AG1012CG_03: Cigarillo flavor usually/last smoked: Clove or spice,r06_ag1012cg_03,r06_ag1012cg_03: cigarillo flavor usually/last smoked: clove or spice
W6,R06_AG1012CG_04,R06_AG1012CG_04: Cigarillo flavor usually/last smoked: Fruit,r06_ag1012cg_04,r06_ag1012cg_04: cigarillo flavor usually/last smoked: fruit
W6,R06_AG1012CG_05,R06_AG1012CG_05: Cigarillo flavor usually/last smoked: Chocolate,r06_ag1012cg_05,r06_ag1012cg_05: cigarillo flavor usually/last smoked: chocolate
W6,R06_AG1012CG_06,R06_AG1012CG_06: Cigarillo flavor usually/last smoked: An alcoholic drink,r06_ag1012cg_06,r06_ag1012cg_06: cigarillo flavor usually/last smoked: an alcoholic drink
W6,R06_AG1012CG_07,R06_AG1012CG_07: Cigarillo flavor usually/last smoked: Candy or other sweets,r06_ag1012cg_07,r06_ag1012cg_07: cigarillo flavor usually/last smoked: candy or other sweets
W6,R06_AG1012CG_08,R06_AG1012CG_08: Cigarillo flavor usually/last smoked: Some other flavor,r06_ag1012cg_08,r06_ag1012cg_08: cigarillo flavor usually/last smoked: some other flavor
W6,R06_AG1945CG,R06_AG1945CG: Know the name of brand of cigarillos usually/last smoked,r06_ag1945cg,r06_ag1945cg: know the name of brand of cigarillos usually/last smoked
W6,R06_AG1048CG_BRAND,R06_AG1048CG_BRAND: Brand of cigarillos usually/last smoked,r06_ag1048cg_brand,r06_ag1048cg_brand: brand of cigarillos usually/last smoked
W6,R06_AG1070CG_PRODUCT,R06_AG1070CG_PRODUCT: Sub-brand of cigarillo product usually/last smoked,r06_ag1070cg_product,r06_ag1070cg_product: sub-brand of cigarillo product usually/last smoked
W6,R06_AG1051CG_NN,R06_AG1051CG_NN: How long smoked regular brand of cigarillo - Number,r06_ag1051cg_nn,r06_ag1051cg_nn: how long smoked regular brand of cigarillo - number
W6,R06_AG1051CG_UN,R06_AG1051CG_UN: How long smoked regular brand of cigarillo - Unit,r06_ag1051cg_un,r06_ag1051cg_un: how long smoked regular brand of cigarillo - unit
W6,R06_AG0104CG,R06_AG0104CG: Brand of very last cigarillo smoked is same as brand regularly/las,r06_ag0104cg,r06_ag0104cg: brand of very last cigarillo smoked is same as brand regularly/las
W6,R06_AG1060CG_RANDOM_01,R06_AG1060CG_RANDOM_01: AG1060CG series random question 1,r06_ag1060cg_random_01,r06_ag1060cg_random_01: ag1060cg series random question 1
W6,R06_AG1060CG_RANDOM_02,R06_AG1060CG_RANDOM_02: AG1060CG series random question 2,r06_ag1060cg_random_02,r06_ag1060cg_random_02: ag1060cg series random question 2
W6,R06_AG1060CG_RANDOM_03,R06_AG1060CG_RANDOM_03: AG1060CG series random question 3,r06_ag1060cg_random_03,r06_ag1060cg_random_03: ag1060cg series random question 3
W6,R06_AG1060CG_RANDOM_04,R06_AG1060CG_RANDOM_04: AG1060CG series random question 4,r06_ag1060cg_random_04,r06_ag1060cg_random_04: ag1060cg series random question 4
W6,R06_AG1060CG_RANDOM_05,R06_AG1060CG_RANDOM_05: AG1060CG series random question 5,r06_ag1060cg_random_05,r06_ag1060cg_random_05: ag1060cg series random question 5
W6,R06_AG1060CG_RANDOM_06,R06_AG1060CG_RANDOM_06: AG1060CG series random question 6,r06_ag1060cg_random_06,r06_ag1060cg_random_06: ag1060cg series random question 6
W6,R06_AG1060CG_RANDOM_07,R06_AG1060CG_RANDOM_07: AG1060CG series random question 7,r06_ag1060cg_random_07,r06_ag1060cg_random_07: ag1060cg series random question 7
W6,R06_AG1060CG_RANDOM_08,R06_AG1060CG_RANDOM_08: AG1060CG series random question 8,r06_ag1060cg_random_08,r06_ag1060cg_random_08: ag1060cg series random question 8
W6,R06_AG1060CG,R06_AG1060CG: Smoke/smoked cigarillos because: They are/were affordable,r06_ag1060cg,r06_ag1060cg: smoke/smoked cigarillos because: they are/were affordable
W6,R06_AG1085CG,R06_AG1085CG: Smoke/smoked cigarillos because: Can/could smoked them in places w,r06_ag1085cg,r06_ag1085cg: smoke/smoked cigarillos because: can/could smoked them in places w
W6,R06_AG1062CG,R06_AG1062CG: Smoke/smoked cigarillos because: They might be/have been less harm,r06_ag1062cg,r06_ag1062cg: smoke/smoked cigarillos because: they might be/have been less harm
W6,R06_AG1075CG,R06_AG1075CG: Smoke/smoked cigarillos because: They might be/have been less harm,r06_ag1075cg,r06_ag1075cg: smoke/smoked cigarillos because: they might be/have been less harm
W6,R06_AG1063CG,R06_AG1063CG: Smoke/smoked cigarillos because: They come/came in flavors I like/,r06_ag1063cg,r06_ag1063cg: smoke/smoked cigarillos because: they come/came in flavors i like/
W6,R06_AG1064CG,R06_AG1064CG: Smoke/smoked cigarillos because: Smoking them helps people to quit,r06_ag1064cg,r06_ag1064cg: smoke/smoked cigarillos because: smoking them helps people to quit
W6,R06_AG1066CG,R06_AG1066CG: Smoke/smoked cigarillos because: Smoking them feels/felt like smok,r06_ag1066cg,r06_ag1066cg: smoke/smoked cigarillos because: smoking them feels/felt like smok
W6,R06_AG1077CG,R06_AG1077CG: Smoke/smoked cigarillos because: Smoking them satisfies cravings f,r06_ag1077cg,r06_ag1077cg: smoke/smoked cigarillos because: smoking them satisfies cravings f
W6,R06_AG1080CG,R06_AG1080CG: Smoke/smoked cigarillos as a way of cutting down on cigarette smok,r06_ag1080cg,r06_ag1080cg: smoke/smoked cigarillos as a way of cutting down on cigarette smok
W6,R06_AG1082CG,R06_AG1082CG: Smoke/smoked cigarillos as a way to quit smoking cigarettes,r06_ag1082cg,r06_ag1082cg: smoke/smoked cigarillos as a way to quit smoking cigarettes
W6,R06_AG1139CG,R06_AG1139CG: Level of agreement: It is/was easier to talk and get along with ot,r06_ag1139cg,r06_ag1139cg: level of agreement: it is/was easier to talk and get along with ot
W6,R06_AG1140CG,R06_AG1140CG: Level of agreement: Feel/felt more confident with other people whi,r06_ag1140cg,r06_ag1140cg: level of agreement: feel/felt more confident with other people whi
W6,R06_AG1141CG,R06_AG1141CG: Level of agreement: Smoke/smoked cigarillos much more when with ot,r06_ag1141cg,r06_ag1141cg: level of agreement: smoke/smoked cigarillos much more when with ot
W6,R06_AG1144CG,R06_AG1144CG: Self-perception of harmfulness of smoking cigarillos to own health,r06_ag1144cg,r06_ag1144cg: self-perception of harmfulness of smoking cigarillos to own health
W6,R06R_A_AG1006FC,R06R_A_AG1006FC: DERIVED - Age group when you first smoked part or all of a filt,r06r_a_ag1006fc,r06r_a_ag1006fc: derived - age group when you first smoked part or all of a filt
W6,R06_AG1005FC,R06_AG1005FC: Number of filtered cigars smoked in entire life,r06_ag1005fc,r06_ag1005fc: number of filtered cigars smoked in entire life
W6,R06_AG1100FC,R06_AG1100FC: Ever smoked filtered cigars fairly regularly,r06_ag1100fc,r06_ag1100fc: ever smoked filtered cigars fairly regularly
W6,R06R_A_AG1007FC,R06R_A_AG1007FC: DERIVED - Age group when you first started smoking filtered cig,r06r_a_ag1007fc,r06r_a_ag1007fc: derived - age group when you first started smoking filtered cig
W6,R06R_A_AG1020FC,R06R_A_AG1020FC: DERIVED - Age group when you first started smoking filtered cig,r06r_a_ag1020fc,r06r_a_ag1020fc: derived - age group when you first started smoking filtered cig
W6,R06_AG1008FC,"R06_AG1008FC: When first started smoking filtered cigars, smoked filtered cigars",r06_ag1008fc,"r06_ag1008fc: when first started smoking filtered cigars, smoked filtered cigars"
W6,R06_AG1011FC_01,R06_AG1011FC_01: Flavor of filtered cigar when first started smoking: Menthol,r06_ag1011fc_01,r06_ag1011fc_01: flavor of filtered cigar when first started smoking: menthol
W6,R06_AG1011FC_02,R06_AG1011FC_02: Flavor of filtered cigar when first started smoking: Mint,r06_ag1011fc_02,r06_ag1011fc_02: flavor of filtered cigar when first started smoking: mint
W6,R06_AG1011FC_03,R06_AG1011FC_03: Flavor of filtered cigar when first started smoking: Clove or s,r06_ag1011fc_03,r06_ag1011fc_03: flavor of filtered cigar when first started smoking: clove or s
W6,R06_AG1011FC_04,R06_AG1011FC_04: Flavor of filtered cigar when first started smoking: Fruit,r06_ag1011fc_04,r06_ag1011fc_04: flavor of filtered cigar when first started smoking: fruit
W6,R06_AG1011FC_05,R06_AG1011FC_05: Flavor of filtered cigar when first started smoking: Chocolate,r06_ag1011fc_05,r06_ag1011fc_05: flavor of filtered cigar when first started smoking: chocolate
W6,R06_AG1011FC_06,R06_AG1011FC_06: Flavor of filtered cigar when first started smoking: An alcohol,r06_ag1011fc_06,r06_ag1011fc_06: flavor of filtered cigar when first started smoking: an alcohol
W6,R06_AG1011FC_07,R06_AG1011FC_07: Flavor of filtered cigar when first started smoking: Candy or o,r06_ag1011fc_07,r06_ag1011fc_07: flavor of filtered cigar when first started smoking: candy or o
W6,R06_AG1011FC_08,R06_AG1011FC_08: Flavor of filtered cigar when first started smoking: Some other,r06_ag1011fc_08,r06_ag1011fc_08: flavor of filtered cigar when first started smoking: some other
W6,R06_AG1021FC,R06_AG1021FC: Average number of filtered cigars now smoked each day,r06_ag1021fc,r06_ag1021fc: average number of filtered cigars now smoked each day
W6,R06_AG1022FC,"R06_AG1022FC: In past 30 days, number of days smoked filtered cigars",r06_ag1022fc,"r06_ag1022fc: in past 30 days, number of days smoked filtered cigars"
W6,R06_AG9029FC_NN,R06_AG9029FC_NN: Time since last smoked filtered cigars - Number (Current smoker,r06_ag9029fc_nn,r06_ag9029fc_nn: time since last smoked filtered cigars - number (current smoker
W6,R06_AG9029FC_UN,R06_AG9029FC_UN: Time since last smoked filtered cigars - Unit (Current smokers),r06_ag9029fc_un,r06_ag9029fc_un: time since last smoked filtered cigars - unit (current smokers)
W6,R06_AG1023FC,"R06_AG1023FC: In past 30 days, average number of filtered cigars smoked per day",r06_ag1023fc,"r06_ag1023fc: in past 30 days, average number of filtered cigars smoked per day"
W6,R06_AG1024FC_NN,R06_AG1024FC_NN: Time to first filtered cigar after waking on days smoked - Numb,r06_ag1024fc_nn,r06_ag1024fc_nn: time to first filtered cigar after waking on days smoked - numb
W6,R06_AG1024FC_UN,R06_AG1024FC_UN: Time to first filtered cigar after waking on days smoked - Unit,r06_ag1024fc_un,r06_ag1024fc_un: time to first filtered cigar after waking on days smoked - unit
W6,R06_AG1092FC,R06_AG1092FC: Smoke first filtered cigar of the day within 30 minutes after waki,r06_ag1092fc,r06_ag1092fc: smoke first filtered cigar of the day within 30 minutes after waki
W6,R06_AG0100FC,R06_AG0100FC: When last smoked a filtered cigar,r06_ag0100fc,r06_ag0100fc: when last smoked a filtered cigar
W6,R06_AG0102FC,R06_AG0102FC: Time period of day when you last smoked a filtered cigar,r06_ag0102fc,r06_ag0102fc: time period of day when you last smoked a filtered cigar
W6,R06_AG0103FC,R06_AG0103FC: Number of filtered cigars smoked today/yesterday/day before yester,r06_ag0103fc,r06_ag0103fc: number of filtered cigars smoked today/yesterday/day before yester
W6,R06_AG1130FC,"R06_AG1130FC: In past 30 days, any of the filtered cigars smoked flavored to tas",r06_ag1130fc,"r06_ag1130fc: in past 30 days, any of the filtered cigars smoked flavored to tas"
W6,R06_AG1131FC_01,"R06_AG1131FC_01: In past 30 days, filtered cigar flavor smoked: Menthol",r06_ag1131fc_01,"r06_ag1131fc_01: in past 30 days, filtered cigar flavor smoked: menthol"
W6,R06_AG1131FC_02,"R06_AG1131FC_02: In past 30 days, filtered cigar flavor smoked: Mint",r06_ag1131fc_02,"r06_ag1131fc_02: in past 30 days, filtered cigar flavor smoked: mint"
W6,R06_AG1131FC_03,"R06_AG1131FC_03: In past 30 days, filtered cigar flavor smoked: Clove or spice",r06_ag1131fc_03,"r06_ag1131fc_03: in past 30 days, filtered cigar flavor smoked: clove or spice"
W6,R06_AG1131FC_04,"R06_AG1131FC_04: In past 30 days, filtered cigar flavor smoked: Fruit",r06_ag1131fc_04,"r06_ag1131fc_04: in past 30 days, filtered cigar flavor smoked: fruit"
W6,R06_AG1131FC_05,"R06_AG1131FC_05: In past 30 days, filtered cigar flavor smoked: Chocolate",r06_ag1131fc_05,"r06_ag1131fc_05: in past 30 days, filtered cigar flavor smoked: chocolate"
W6,R06_AG1131FC_06,"R06_AG1131FC_06: In past 30 days, filtered cigar flavor smoked: An alcoholic dri",r06_ag1131fc_06,"r06_ag1131fc_06: in past 30 days, filtered cigar flavor smoked: an alcoholic dri"
W6,R06_AG1131FC_07,"R06_AG1131FC_07: In past 30 days, filtered cigar flavor smoked: Candy or sweets",r06_ag1131fc_07,"r06_ag1131fc_07: in past 30 days, filtered cigar flavor smoked: candy or sweets"
W6,R06_AG1131FC_08,"R06_AG1131FC_08: In past 30 days, filtered cigar flavor smoked: Some other flavo",r06_ag1131fc_08,"r06_ag1131fc_08: in past 30 days, filtered cigar flavor smoked: some other flavo"
W6,R06_AG1147FC,R06_AG1147FC: How often smoked flavored filtered cigars on days smoked in past 3,r06_ag1147fc,r06_ag1147fc: how often smoked flavored filtered cigars on days smoked in past 3
W6,R06_AG1133FC,"R06_AG1133FC: In past 30 days, flavor of filtered cigar smoked most often",r06_ag1133fc,"r06_ag1133fc: in past 30 days, flavor of filtered cigar smoked most often"
W6,R06_AG1123FC,"R06_AG1123FC: In past 30 days, someone refused to sell you filtered cigars becau",r06_ag1123fc,"r06_ag1123fc: in past 30 days, someone refused to sell you filtered cigars becau"
W6,R06_AG1030FC,R06_AG1030FC: How you usually buy/bought your filtered cigars,r06_ag1030fc,r06_ag1030fc: how you usually buy/bought your filtered cigars
W6,R06_AG1118FC,R06_AG1118FC: How you usually get your own filtered cigars,r06_ag1118fc,r06_ag1118fc: how you usually get your own filtered cigars
W6,R06_AG1032FC,R06_AG1032FC: Geographic area where you usually buy/bought your filtered cigars,r06_ag1032fc,r06_ag1032fc: geographic area where you usually buy/bought your filtered cigars
W6,R06_AG1033FC,R06_AG1033FC: Retail location where your filtered cigars are purchased most of t,r06_ag1033fc,r06_ag1033fc: retail location where your filtered cigars are purchased most of t
W6,R06_AG1039FC,"R06_AG1039FC: Usually buy/bought filtered cigars by the box, pack or as singles",r06_ag1039fc,"r06_ag1039fc: usually buy/bought filtered cigars by the box, pack or as singles"
W6,R06_AG1040FC,R06_AG1040FC: Number of filtered cigars that come/came in box or pack usually bu,r06_ag1040fc,r06_ag1040fc: number of filtered cigars that come/came in box or pack usually bu
W6,R06_AG1042FC_D,R06_AG1042FC_D: Amount usually paid for a box or pack of filtered cigars - Dolla,r06_ag1042fc_d,r06_ag1042fc_d: amount usually paid for a box or pack of filtered cigars - dolla
W6,R06_AG1042FC_C,R06_AG1042FC_C: Amount usually paid for a box or pack of filtered cigars - Cents,r06_ag1042fc_c,r06_ag1042fc_c: amount usually paid for a box or pack of filtered cigars - cents
W6,R06_AG1043FC_D,R06_AG1043FC_D: Amount usually paid for a single filtered cigar - Dollars,r06_ag1043fc_d,r06_ag1043fc_d: amount usually paid for a single filtered cigar - dollars
W6,R06_AG1043FC_C,R06_AG1043FC_C: Amount usually paid for a single filtered cigar - Cents,r06_ag1043fc_c,r06_ag1043fc_c: amount usually paid for a single filtered cigar - cents
W6,R06_AG9040FC,R06_AG9040FC: Group in picture most like filtered cigar usually/last smoked,r06_ag9040fc,r06_ag9040fc: group in picture most like filtered cigar usually/last smoked
W6,R06_AG1047FC,R06_AG1047FC: Have a regular brand of filtered cigars you usually smoke/smoked,r06_ag1047fc,r06_ag1047fc: have a regular brand of filtered cigars you usually smoke/smoked
W6,R06_AG1050FC,R06_AG1050FC: Regular/last brand of filtered cigars smoked was flavored to taste,r06_ag1050fc,r06_ag1050fc: regular/last brand of filtered cigars smoked was flavored to taste
W6,R06_AG1012FC_01,R06_AG1012FC_01: Filtered cigar flavor usually/last smoked: Menthol,r06_ag1012fc_01,r06_ag1012fc_01: filtered cigar flavor usually/last smoked: menthol
W6,R06_AG1012FC_02,R06_AG1012FC_02: Filtered cigar flavor usually/last smoked: Mint,r06_ag1012fc_02,r06_ag1012fc_02: filtered cigar flavor usually/last smoked: mint
W6,R06_AG1012FC_03,R06_AG1012FC_03: Filtered cigar flavor usually/last smoked: Clove or spice,r06_ag1012fc_03,r06_ag1012fc_03: filtered cigar flavor usually/last smoked: clove or spice
W6,R06_AG1012FC_04,R06_AG1012FC_04: Filtered cigar flavor usually/last smoked: Fruit,r06_ag1012fc_04,r06_ag1012fc_04: filtered cigar flavor usually/last smoked: fruit
W6,R06_AG1012FC_05,R06_AG1012FC_05: Filtered cigar flavor usually/last smoked: Chocolate,r06_ag1012fc_05,r06_ag1012fc_05: filtered cigar flavor usually/last smoked: chocolate
W6,R06_AG1012FC_06,R06_AG1012FC_06: Filtered cigar flavor usually/last smoked: An alcoholic drink,r06_ag1012fc_06,r06_ag1012fc_06: filtered cigar flavor usually/last smoked: an alcoholic drink
W6,R06_AG1012FC_07,R06_AG1012FC_07: Filtered cigar flavor usually/last smoked: Candy or other sweet,r06_ag1012fc_07,r06_ag1012fc_07: filtered cigar flavor usually/last smoked: candy or other sweet
W6,R06_AG1012FC_08,R06_AG1012FC_08: Filtered cigar flavor usually/last smoked: Some other flavor,r06_ag1012fc_08,r06_ag1012fc_08: filtered cigar flavor usually/last smoked: some other flavor
W6,R06_AG1945FC,R06_AG1945FC: Know the name of brand of filtered cigars usually/last smoked,r06_ag1945fc,r06_ag1945fc: know the name of brand of filtered cigars usually/last smoked
W6,R06_AG1048FC_BRAND,R06_AG1048FC_BRAND: Brand of filtered cigars usually/last smoked,r06_ag1048fc_brand,r06_ag1048fc_brand: brand of filtered cigars usually/last smoked
W6,R06_AG1070FC_PRODUCT,R06_AG1070FC_PRODUCT: Sub-brand of filtered cigar product usually/last smoked,r06_ag1070fc_product,r06_ag1070fc_product: sub-brand of filtered cigar product usually/last smoked
W6,R06_AG1051FC_NN,R06_AG1051FC_NN: How long smoked regular brand of filtered cigar - Number,r06_ag1051fc_nn,r06_ag1051fc_nn: how long smoked regular brand of filtered cigar - number
W6,R06_AG1051FC_UN,R06_AG1051FC_UN: How long smoked regular brand of filtered cigar - Unit,r06_ag1051fc_un,r06_ag1051fc_un: how long smoked regular brand of filtered cigar - unit
W6,R06_AG0104FC,R06_AG0104FC: Brand of very last filtered cigar smoked is same as brand regularl,r06_ag0104fc,r06_ag0104fc: brand of very last filtered cigar smoked is same as brand regularl
W6,R06_AG1060FC_RANDOM_01,R06_AG1060FC_RANDOM_01: AG1060FC series random question 1,r06_ag1060fc_random_01,r06_ag1060fc_random_01: ag1060fc series random question 1
W6,R06_AG1060FC_RANDOM_02,R06_AG1060FC_RANDOM_02: AG1060FC series random question 2,r06_ag1060fc_random_02,r06_ag1060fc_random_02: ag1060fc series random question 2
W6,R06_AG1060FC_RANDOM_03,R06_AG1060FC_RANDOM_03: AG1060FC series random question 3,r06_ag1060fc_random_03,r06_ag1060fc_random_03: ag1060fc series random question 3
W6,R06_AG1060FC_RANDOM_04,R06_AG1060FC_RANDOM_04: AG1060FC series random question 4,r06_ag1060fc_random_04,r06_ag1060fc_random_04: ag1060fc series random question 4
W6,R06_AG1060FC_RANDOM_05,R06_AG1060FC_RANDOM_05: AG1060FC series random question 5,r06_ag1060fc_random_05,r06_ag1060fc_random_05: ag1060fc series random question 5
W6,R06_AG1060FC_RANDOM_06,R06_AG1060FC_RANDOM_06: AG1060FC series random question 6,r06_ag1060fc_random_06,r06_ag1060fc_random_06: ag1060fc series random question 6
W6,R06_AG1060FC_RANDOM_07,R06_AG1060FC_RANDOM_07: AG1060FC series random question 7,r06_ag1060fc_random_07,r06_ag1060fc_random_07: ag1060fc series random question 7
W6,R06_AG1060FC_RANDOM_08,R06_AG1060FC_RANDOM_08: AG1060FC series random question 8,r06_ag1060fc_random_08,r06_ag1060fc_random_08: ag1060fc series random question 8
W6,R06_AG1060FC,R06_AG1060FC: Smoke/smoked filtered cigars because: They are/were affordable,r06_ag1060fc,r06_ag1060fc: smoke/smoked filtered cigars because: they are/were affordable
W6,R06_AG1085FC,R06_AG1085FC: Smoke/smoked filtered cigars because: Can/could smoke them in plac,r06_ag1085fc,r06_ag1085fc: smoke/smoked filtered cigars because: can/could smoke them in plac
W6,R06_AG1062FC,R06_AG1062FC: Smoke/smoked filtered cigars because: They might be/have been less,r06_ag1062fc,r06_ag1062fc: smoke/smoked filtered cigars because: they might be/have been less
W6,R06_AG1075FC,R06_AG1075FC: Smoke/smoked filtered cigars because: They might be/have been less,r06_ag1075fc,r06_ag1075fc: smoke/smoked filtered cigars because: they might be/have been less
W6,R06_AG1063FC,R06_AG1063FC: Smoke/smoked filtered cigars because: They come/came in flavors I,r06_ag1063fc,r06_ag1063fc: smoke/smoked filtered cigars because: they come/came in flavors i
W6,R06_AG1064FC,R06_AG1064FC: Smoke/smoked filtered cigars because: Smoking them helps people to,r06_ag1064fc,r06_ag1064fc: smoke/smoked filtered cigars because: smoking them helps people to
W6,R06_AG1066FC,R06_AG1066FC: Smoke/smoked filtered cigars because: Smoking them feels/felt like,r06_ag1066fc,r06_ag1066fc: smoke/smoked filtered cigars because: smoking them feels/felt like
W6,R06_AG1077FC,R06_AG1077FC: Smoke/smoked filtered cigars because: Smoking them satisfies cravi,r06_ag1077fc,r06_ag1077fc: smoke/smoked filtered cigars because: smoking them satisfies cravi
W6,R06_AG1080FC,R06_AG1080FC: Smoke/smoked filtered cigars as a way of cutting down on cigarette,r06_ag1080fc,r06_ag1080fc: smoke/smoked filtered cigars as a way of cutting down on cigarette
W6,R06_AG1082FC,R06_AG1082FC: Smoke/smoked filtered cigars as a way to quit smoking cigarettes,r06_ag1082fc,r06_ag1082fc: smoke/smoked filtered cigars as a way to quit smoking cigarettes
W6,R06_AG1139FC,R06_AG1139FC: Level of agreement: It is/was easier to talk and get along with ot,r06_ag1139fc,r06_ag1139fc: level of agreement: it is/was easier to talk and get along with ot
W6,R06_AG1140FC,R06_AG1140FC: Level of agreement: Feel/felt more confident with other people whi,r06_ag1140fc,r06_ag1140fc: level of agreement: feel/felt more confident with other people whi
W6,R06_AG1141FC,R06_AG1141FC: Level of agreement: Smoke/smoked filtered cigars much more when wi,r06_ag1141fc,r06_ag1141fc: level of agreement: smoke/smoked filtered cigars much more when wi
W6,R06_AG1144FC,R06_AG1144FC: Self-perception of harmfulness of smoking filtered cigars to own h,r06_ag1144fc,r06_ag1144fc: self-perception of harmfulness of smoking filtered cigars to own h
W6,R06R_A_AP1006,R06R_A_AP1006: DERIVED - Age group when you first smoked a pipe filled with toba,r06r_a_ap1006,r06r_a_ap1006: derived - age group when you first smoked a pipe filled with toba
W6,R06_AP1005,R06_AP1005: Number of bowls filled with pipe tobacco smoked in entire life,r06_ap1005,r06_ap1005: number of bowls filled with pipe tobacco smoked in entire life
W6,R06_AP1100,R06_AP1100: Ever smoked a pipe filled with tobacco fairly regularly,r06_ap1100,r06_ap1100: ever smoked a pipe filled with tobacco fairly regularly
W6,R06R_A_AP1007,R06R_A_AP1007: DERIVED - Age group when you first started smoking a pipe filled,r06r_a_ap1007,r06r_a_ap1007: derived - age group when you first started smoking a pipe filled
W6,R06R_A_AP1020,R06R_A_AP1020: DERIVED - Age group when you first started smoking a pipe filled,r06r_a_ap1020,r06r_a_ap1020: derived - age group when you first started smoking a pipe filled
W6,R06_AP1008,"R06_AP1008: When first started smoking a pipe, smoked a pipe with tobacco flavor",r06_ap1008,"r06_ap1008: when first started smoking a pipe, smoked a pipe with tobacco flavor"
W6,R06_AP1011_01,R06_AP1011_01: Flavor of pipe tobacco when first started smoking: Menthol,r06_ap1011_01,r06_ap1011_01: flavor of pipe tobacco when first started smoking: menthol
W6,R06_AP1011_02,R06_AP1011_02: Flavor of pipe tobacco when first started smoking: Mint,r06_ap1011_02,r06_ap1011_02: flavor of pipe tobacco when first started smoking: mint
W6,R06_AP1011_03,R06_AP1011_03: Flavor of pipe tobacco when first started smoking: Clove or spice,r06_ap1011_03,r06_ap1011_03: flavor of pipe tobacco when first started smoking: clove or spice
W6,R06_AP1011_04,R06_AP1011_04: Flavor of pipe tobacco when first started smoking: Fruit,r06_ap1011_04,r06_ap1011_04: flavor of pipe tobacco when first started smoking: fruit
W6,R06_AP1011_05,R06_AP1011_05: Flavor of pipe tobacco when first started smoking: Chocolate,r06_ap1011_05,r06_ap1011_05: flavor of pipe tobacco when first started smoking: chocolate
W6,R06_AP1011_06,R06_AP1011_06: Flavor of pipe tobacco when first started smoking: An alcoholic d,r06_ap1011_06,r06_ap1011_06: flavor of pipe tobacco when first started smoking: an alcoholic d
W6,R06_AP1011_07,R06_AP1011_07: Flavor of pipe tobacco when first started smoking: Candy or other,r06_ap1011_07,r06_ap1011_07: flavor of pipe tobacco when first started smoking: candy or other
W6,R06_AP1011_08,R06_AP1011_08: Flavor of pipe tobacco when first started smoking: Some other fla,r06_ap1011_08,r06_ap1011_08: flavor of pipe tobacco when first started smoking: some other fla
W6,R06_AP1021,R06_AP1021: Average number of bowls filled with pipe tobacco now smoke each day,r06_ap1021,r06_ap1021: average number of bowls filled with pipe tobacco now smoke each day
W6,R06_AP1022,"R06_AP1022: In past 30 days, number of days smoked a pipe filled with tobacco",r06_ap1022,"r06_ap1022: in past 30 days, number of days smoked a pipe filled with tobacco"
W6,R06_AP9029_NN,R06_AP9029_NN: Time since last smoked a pipe filled with tobacco  - Number (Curr,r06_ap9029_nn,r06_ap9029_nn: time since last smoked a pipe filled with tobacco  - number (curr
